"","artists","track_name","duration_ms","popularity","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo"
"12853","System Of A Down","Vicinity Of Obscenity",171800,65,0.546,0.957,1,-3.189,1,0.164,0.0533,3.37e-06,0.683,0.514,109.775
"12854","Papa Roach;Jeris Johnson","Last Resort (Reloaded)",137297,65,0.639,0.684,2,-5.619,1,0.0353,0.00966,0,0.194,0.465,88.05
"12855","Sabaton","Bismarck",313984,65,0.505,0.859,6,-5.546,0,0.0431,0.00346,0.0012,0.263,0.434,95.036
"12856","Bring Me The Horizon;YUNGBLUD","Obey (with YUNGBLUD)",220538,65,0.462,0.99,1,-3.175,0,0.211,0.000103,0,0.374,0.204,137.061
"12857","I Prevail","Scars",229773,65,0.505,0.964,7,-3.673,1,0.0718,9.97e-05,2.85e-06,0.113,0.571,138.021
"12858","I Prevail","There’s Fear In Letting Go",234945,65,0.492,0.869,0,-6.403,1,0.0673,0.000879,0.00185,0.588,0.136,123.118
"12859","Motionless In White","Masterpiece",206648,65,0.324,0.863,10,-3.716,0,0.123,0.000109,0,0.311,0.394,177.985
"12860","Asking Alexandria;Within Temptation","Faded Out (feat. Within Temptation)",185542,65,0.478,0.937,8,-4.775,1,0.0938,0.000151,0,0.198,0.526,74.966
"12861","All That Remains","Two Weeks",257346,65,0.558,0.943,1,-4.81,0,0.0535,0.00191,4.38e-05,0.248,0.56,111.994
"12862","Motionless In White","Sign Of Life",220066,65,0.507,0.929,0,-3.246,0,0.0756,4.37e-05,1.52e-05,0.397,0.429,101.05
"12863","Beartooth","Riptide",211119,65,0.477,0.934,6,-2.884,0,0.0803,0.0015,0,0.243,0.55,128.037
"12864","Electric Callboy","Tekkno Train",177626,65,0.538,0.87,8,-7.739,0,0.0533,0.000123,8.56e-06,0.155,0.541,145.02
"12865","A Day To Remember","Have Faith In Me",188813,65,0.507,0.933,0,-4.7,1,0.0869,7e-05,0,0.105,0.715,149.996
"12866","Andrea Bocelli;Giorgia","Vivo per lei",265584,65,0.533,0.456,2,-6.392,1,0.0265,0.703,0,0.18,0.289,136.117
"12867","Mumuzinho","Sem Vestígios - Ao Vivo",179265,65,0.557,0.688,2,-7.249,1,0.0324,0.492,0,0.395,0.686,149.967
"12868","FiNCH;Leony;VIZE","Easy Peasy",150413,65,0.796,0.808,6,-6.324,1,0.0303,0.199,6.24e-05,0.322,0.519,142.884
"12869","Elton John","Can You Feel The Love Tonight - Remastered",241893,65,0.298,0.382,10,-7.812,1,0.0299,0.798,9.87e-06,0.0988,0.124,125.473
"12870","Ever So Blue","Dvala",177813,65,0.251,0.0902,7,-25.186,1,0.0418,0.971,0.868,0.0871,0.128,65.816
"12871","William Cas","Hour of Rest",112653,65,0.308,0.00889,5,-28.337,1,0.0397,0.973,0.936,0.112,0.11,143.231
"12872","Laetitia Dostie","Tu as disparu",115915,65,0.362,0.107,9,-22.77,0,0.0443,0.994,0.972,0.107,0.363,87.942
"12873","Albin Svensson","From Above",106013,65,0.382,0.0737,3,-26.048,1,0.0366,0.993,0.919,0.0965,0.294,94.112
"12874","OneRepublic","Love Runs Out",224226,65,0.719,0.935,7,-3.752,1,0.0589,0.167,0,0.0973,0.738,120.022
"12875","Kate Bush","Babooshka",209933,65,0.466,0.439,5,-8.892,0,0.0325,0.741,1.64e-05,0.0707,0.289,107.173
"12876","Billy Joel","The River of Dreams",247626,65,0.631,0.749,7,-8.15,1,0.0576,0.205,5.21e-06,0.0667,0.437,89.646
"12877","Fiona Apple","Paper Bag",219266,65,0.709,0.446,0,-9.904,1,0.037,0.716,2.39e-05,0.11,0.843,140.993
"12878","Billy Joel","You May Be Right",253200,65,0.567,0.945,9,-7.243,1,0.0458,0.175,2.6e-06,0.35,0.961,150.792
"12879","KK","Tu Hi Meri Shab Hai",387947,65,0.568,0.726,9,-6.087,0,0.0366,0.491,0.000764,0.122,0.564,118.842
"12880","Mohit Chauhan","Dooriyan",337360,65,0.523,0.714,7,-6.584,0,0.0511,0.633,0,0.0875,0.616,122.969
"12881","Roop Kumar Rathod","Maula Mere Maula",364329,65,0.549,0.737,0,-7.865,1,0.0386,0.459,0.00844,0.091,0.412,119.963
"12882","Mohammed Irfan;Arijit Singh;Saim Bhat","Phir Mohabbat",329851,65,0.461,0.481,0,-6.389,0,0.0327,0.789,1.01e-06,0.127,0.262,199.807
"12883","Lucky Ali","O Sanam",223027,65,0.76,0.555,7,-10.165,1,0.0465,0.409,0.213,0.0822,0.52,98.066
"12884","Diljit Dosanjh;Sargi Maan","Koka",150566,65,0.702,0.677,1,-6.944,1,0.241,0.0475,0,0.166,0.737,105.923
"12885","Neha Kakkar;Tanishk Bagchi;Lalit Sen","Yaad Piya Ki Aane Lagi",256678,65,0.858,0.833,5,-3.747,0,0.0471,0.375,0,0.112,0.693,107.977
"12886","Arijit Singh","Sukoon Mila",200437,65,0.634,0.378,9,-8.367,1,0.0295,0.566,0,0.0919,0.527,123.949
"12887","Arijit Singh;B Praak","Pachtaoge (From ""Jaani Ve"")",226789,65,0.515,0.691,5,-4.028,0,0.0344,0.624,0,0.121,0.484,169.521
"12888","Monty Sharma;Shaan","Jab Se Tere Naina",284573,65,0.599,0.653,0,-7.576,0,0.122,0.362,0,0.144,0.678,79.968
"12889","Santhosh Narayanan;Sid Sriram","Ennadi Maayavi Nee",251000,65,0.55,0.246,0,-12.503,0,0.03,0.834,0.00279,0.0977,0.218,119.836
"12890","Arko;Jubin Nautiyal","Meherbani",243591,65,0.41,0.455,4,-8.071,1,0.0316,0.731,0,0.185,0.361,90.993
"12891","Amit Trivedi;Jasleen Royal","Love You Zindagi",232505,65,0.688,0.701,3,-7.505,1,0.0298,0.06,0.0301,0.271,0.385,110.019
"12892","Arijit Singh;Palak Muchhal;Jeet Gannguli","Dekha Hazaro Dafaa",207751,65,0.411,0.277,7,-8.844,1,0.0305,0.903,0,0.209,0.345,143.768
"12893","Shankar Mahadevan;Padmalatha","Kadhale Kadhale",207071,65,0.528,0.739,0,-6.32,0,0.0314,0.687,5.17e-05,0.168,0.542,128.1
"12894","A.R. Rahman;Shreya Ghoshal;Sarthak Kalyani","Unna Nenachadhum",236955,65,0.596,0.307,2,-11.604,1,0.0405,0.816,0,0.133,0.397,143.979
"12895","James Vasanthan;Bellie Raj;Deepa Miriam","Kangal Irandal",322013,65,0.797,0.452,10,-8.325,1,0.0271,0.275,6.45e-05,0.075,0.661,104.998
"12896","A.R. Rahman","Newyork Nagaram",378020,65,0.652,0.732,0,-8.587,1,0.0275,0.203,0.000366,0.0739,0.577,127.043
"12897","A.R. Rahman;Silambarasan TR;Rakshita Suresh","Kaalathukkum Nee Venum - From ""Vendhu Thanindhathu Kaadu""",293546,65,0.718,0.458,7,-10.632,1,0.033,0.685,0.00222,0.118,0.567,119.958
"12898","Armaan Malik","You",194477,65,0.463,0.458,9,-6.705,1,0.0422,0.776,5.47e-05,0.544,0.593,110.052
"12899","Neha Kakkar;Rohanpreet Singh;Showkidd","Baarish Mein Tum",227091,65,0.454,0.664,5,-4.471,0,0.0597,0.7,6.57e-06,0.199,0.523,78.052
"12900","Diljit Dosanjh","Black & White",166757,65,0.712,0.683,10,-6.965,0,0.0926,0.323,6.84e-06,0.171,0.526,83.935
"12901","Ajay-Atul;Sonu Nigam","Abhi Mujh Mein Kahin",364786,65,0.334,0.387,2,-9.483,1,0.0332,0.755,3.94e-05,0.113,0.42,129.959
"12902","Atif Aslam;Shreya Ghoshal","Jeene Laga Hoon",236933,65,0.533,0.732,7,-7.901,0,0.0424,0.166,0.000189,0.138,0.554,90.315
"12903","Palak Muchhal","Kaun Tujhe",241448,65,0.531,0.431,2,-8.937,0,0.037,0.868,2.47e-05,0.127,0.19,107.99
"12904","Armaan Malik;Amaal Mallik","Kaun Tujhe (Armaan Malik Version)",160485,65,0.492,0.411,2,-9.616,0,0.03,0.749,1.04e-06,0.191,0.187,107.939
"12905","KK","Ajab Si (From ""Om Shanti Om"")",241668,65,0.697,0.438,8,-8.411,1,0.0289,0.399,0,0.293,0.58,117.955
"12906","Arijit Singh;Chinmayi","Mast Magan (From ""2 States"")",280161,65,0.659,0.774,7,-7.014,1,0.0372,0.606,0.000333,0.185,0.883,82.995
"12907","Rahat Fateh Ali Khan","Zaroori Tha",342023,65,0.523,0.674,8,-4.832,0,0.0328,0.771,0,0.139,0.239,114.058
"12908","Diljit Dosanjh","G.O.A.T.",223636,65,0.544,0.917,1,-3.403,0,0.259,0.00313,0,0.26,0.686,176.068
"12909","Kumar Sanu;Alka Yagnik","Ek Din Aap (From ""Yes Boss"")",266066,65,0.462,0.375,4,-13.184,1,0.0309,0.642,0,0.189,0.612,145.35
"12910","Jatin-Lalit;Amit Kumar;Sonu Nigam;Alka Yagnik;Udit Narayan;Kavita Krishnamurthy","Bole Chudiyan",408133,65,0.59,0.875,5,-5.294,1,0.171,0.45,1.16e-05,0.164,0.737,96.915
"12911","Kamal Khan","Ishq Sufiyana (Male)",325257,65,0.511,0.622,10,-6.184,1,0.0435,0.0662,7.78e-05,0.0465,0.387,85.349
"12912","Pratsofficial","Aziyat",221714,65,0.682,0.437,10,-8.655,1,0.0271,0.758,0.00801,0.106,0.233,104.961
"12913","Kaka","Libaas",267029,65,0.794,0.753,10,-3.112,1,0.0609,0.543,0,0.12,0.906,159.965
"12914","Nawab","Expert Jatt",199534,65,0.765,0.948,6,-2.816,0,0.199,0.298,0,0.0784,0.647,172.038
"12915","Gippy Grewal;Tanu Grewal","Nawa Nawa Pyaar",139756,65,0.811,0.757,1,-5.882,0,0.257,0.142,0,0.183,0.958,81.972
"12916","Jawad Ahmad;Shaarib Toshi;Arijit Singh;Shreya Ghoshal","Samjhawan",269184,65,0.65,0.482,4,-8.667,1,0.0281,0.293,0,0.0811,0.517,106.994
"12917","Kaka","Temporary pyar",245016,65,0.531,0.79,10,-7.213,1,0.234,0.281,0,0.301,0.339,79.942
"12918","Gur Sidhu;Jasmine Sandlas;Kaptaan","Bamb Agya",2e+05,65,0.823,0.709,1,-3.937,1,0.0408,0.0235,0,0.0834,0.499,93.012
"12919","Darshan Raval","Mujhe Peene Do",196071,65,0.268,0.334,3,-8.877,0,0.0332,0.759,0,0.117,0.175,55.832
"12920","Darshan Raval","Baarish Lete Aana",213500,65,0.537,0.35,2,-8.937,1,0.0248,0.838,0,0.108,0.318,67.018
"12921","Saaj Bhatt","Halki Si Barsaat",212560,65,0.591,0.606,8,-6.977,1,0.066,0.574,0,0.06,0.767,82.185
"12922","Gur Sidhu;Kaptaan","Compulsory",216000,65,0.778,0.76,3,-3.913,0,0.143,0.0237,6.15e-06,0.183,0.688,144.026
"12923","Manan Bhardwaj","Shiddat Title Track",230875,65,0.489,0.625,9,-6.497,0,0.0584,0.288,0,0.133,0.439,149.921
"12924","Vishal Chandrashekhar;Sai Vignesh","Kurumugil",218808,65,0.419,0.342,4,-10.985,1,0.0636,0.518,0,0.106,0.599,149.798
"12925","Rochak Kohli;Atif Aslam;Tulsi Kumar","Paniyon Sa",236239,65,0.523,0.768,0,-4.953,0,0.0566,0.447,0.000226,0.0833,0.669,75.03
"12926","Vishal Chandrashekhar;Haricharan;Sinduri Vishal","Kannukkulle (From ""Sita Ramam (Tamil)"")",232513,65,0.493,0.404,6,-11.628,0,0.0394,0.75,0,0.366,0.82,179.992
"12927","Siddharth Slathia","Haare Haare Hum To Dil Se Haare - Unplugged Version",157648,65,0.48,0.369,7,-8.766,1,0.0405,0.835,0,0.1,0.548,159.687
"12928","Rochak Kohli;Ayushmann Khurrana","Mitti Di Khushboo",247222,65,0.64,0.754,6,-4.873,0,0.0392,0.395,0,0.209,0.355,94.989
"12929","Garry Sandhu","Feelinga",188000,65,0.71,0.518,11,-8.755,0,0.0656,0.236,2.39e-05,0.31,0.386,96.059
"12930","Madhur Sharma;Nusrat Fateh Ali Khan","Medley: Kehna Galat Galat / Halka Halka Suroor",490434,65,0.731,0.506,8,-8.579,1,0.037,0.484,0,0.0944,0.703,114.986
"12931","Madhur Sharma;Nusrat Fateh Ali Khan","Mere Baad Kisko Sataoge (Lo-Fi)",99583,65,0.346,0.495,8,-8.276,1,0.0718,0.273,0,0.165,0.33,203.983
"12932","Siddhu Kumar;Vineeth Sreenivasan;K. Sivaangi","Adipoli (From ""Think Originals"")",172750,65,0.573,0.6,0,-7.751,1,0.3,0.586,7.65e-06,0.15,0.706,149.982
"12933","Santhosh Dhayanidhi;Rakshita Suresh","Kutty Pattas",239103,65,0.895,0.467,5,-10.48,0,0.199,0.178,0,0.0802,0.742,132.955
"12934","Aastha Gill;Sachin Sanghvi;Jigar Saraiya;Divya Kumar","Kamariya",187982,65,0.825,0.666,4,-4.847,0,0.0554,0.143,2.81e-06,0.237,0.763,96.987
"12935","Sonu Nigam;Sabri Brothers","Tumse Milke Dil Ka",359253,65,0.853,0.745,9,-8.636,0,0.109,0.0642,1.87e-06,0.0274,0.882,107.985
"12936","Rochak Kohli;Lauv;AKASA","Dil Na Jaaneya",231136,65,0.791,0.348,10,-9.457,1,0.0434,0.594,1.45e-06,0.097,0.49,131.972
"12937","Todd Rundgren","I Saw the Light - 2015 Remaster",180280,65,0.504,0.673,0,-11.834,0,0.0336,0.214,2.29e-06,0.171,0.581,120.418
"12938","The Cars","You Might Think",184717,65,0.728,0.855,2,-6.031,1,0.0333,0.109,0.000576,0.113,0.971,133.887
"12939","Yves V;Ilkay Sencan;Emie","Not So Bad (feat. Emie)",153696,65,0.74,0.674,11,-4.374,1,0.0476,0.00903,0.238,0.154,0.231,126.017
"12940","Hardwell","I FEEL LIKE DANCING",225681,65,0.554,0.966,6,-3.745,1,0.106,0.00109,0.838,0.415,0.193,132.035
"12941","Yves V;Conor Maynard","Don't Hurt Me (What Is Love)",157000,65,0.758,0.804,11,-3.996,1,0.0358,0.00308,0,0.125,0.614,125.007
"12942","Curbi;PollyAnna","Vertigo",167509,65,0.785,0.846,5,-6.5,0,0.0433,0.0832,0.803,0.118,0.334,128.03
"12943","Swedish House Mafia;Pharrell Williams","One (Your Name) - Radio Edit",163246,65,0.733,0.673,9,-6.572,0,0.0333,0.0132,0.0049,0.16,0.636,125.061
"12944","Lucas Nord","Closer To You",166456,65,0.685,0.826,0,-5.638,0,0.029,0.0962,0.508,0.144,0.34,124.99
"12945","Dimitri Vegas & Like Mike;Brennan Heart","Because The Night",201330,65,0.387,0.906,11,-5.353,0,0.0781,0.0463,5.07e-05,0.398,0.334,143.039
"12946","The Doors","Love Me Two Times",195106,65,0.684,0.698,9,-6.219,1,0.041,0.332,5.16e-06,0.122,0.839,132.846
"12947","The Beach Boys","Don't Worry Baby - Remastered 2001",169933,65,0.487,0.464,4,-9.821,1,0.03,0.0666,0.00531,0.105,0.851,121.242
"12948","The Lovin' Spoonful","Summer in the City - Remastered",160306,65,0.423,0.681,10,-9.756,1,0.0398,0.0592,0.000177,0.0889,0.56,110.461
"12949","The Smiths","Asleep - 2011 Remaster",253560,65,0.512,0.255,0,-15.867,1,0.0291,0.88,0.532,0.146,0.215,115.144
"12950","FM Static","Tonight",218586,65,0.598,0.547,10,-5.93,0,0.0232,0.285,0,0.0891,0.25,77.969
"12951","3OH!3;Katy Perry;Matt Squire","STARSTRUKK (feat. Katy Perry)",202666,65,0.607,0.805,11,-5.579,0,0.0608,0.00175,0,0.231,0.232,139.894
"12952","Boys Like Girls","Love Drunk",226706,65,0.44,0.976,10,-3.17,1,0.141,0.00177,3.39e-06,0.16,0.412,150.005
"12953","Molchat Doma","Клетка",283485,65,0.505,0.751,2,-4.139,1,0.0411,0.628,0.889,0.0813,0.388,129.915
"12954","Loveless","happier than ever",147456,65,0.221,0.87,9,-4.871,1,0.0896,0.00322,7.05e-05,0.185,0.304,161.957
"12955","Ozuna","Favorita",208133,65,0.783,0.489,0,-4.853,0,0.0956,0.141,0.00915,0.303,0.732,170.003
"12956","Enur;Natasja","Calabria 2007 (feat. Natasja) - Radio Edit",233480,65,0.888,0.556,7,-8.38,1,0.186,0.00758,0.0584,0.0553,0.45,126.008
"12957","Becky G","MALA SANTA",173826,65,0.851,0.701,9,-3.649,1,0.0396,0.311,0.000211,0.163,0.527,98.039
"12958","Elvis Presley","Can't Help Falling In Love",177840,65,0.438,0.325,2,-11.066,1,0.0268,0.893,5e-06,0.107,0.362,101.577
"12959","The Platters","Smoke Gets In Your Eyes",160933,65,0.203,0.295,3,-11.155,1,0.0323,0.92,2.05e-06,0.173,0.285,171.222
"12960","Buddy Holly;The Crickets","Everyday",129120,65,0.747,0.219,3,-12.562,1,0.0371,0.584,2.57e-05,0.107,0.498,135.562
"12961","Little Richard","Tutti Frutti",144226,65,0.555,0.658,5,-3.866,1,0.0541,0.793,0,0.118,0.937,184.835
"12962","Elvis Presley","If I Can Dream - Live from the '68 Comeback Special",200057,65,0.346,0.62,7,-9.247,1,0.0432,0.0822,0.00393,0.599,0.391,93.932
"12963","Wilson Pickett","In the Midnight Hour",157160,65,0.75,0.444,4,-8.63,1,0.0403,0.12,3.69e-06,0.118,0.849,111.919
"12964","Christina Perri;Steve Kazee","A Thousand Years (feat. Steve Kazee) - Pt. 2; The Twilight Saga: Breaking Dawn Soundtrack",305893,65,0.272,0.281,10,-8.131,1,0.0307,0.618,0,0.111,0.152,138.856
"12965","Arctic Monkeys","I Ain’t Quite Where I Think I Am",191173,65,0.544,0.337,10,-9.846,1,0.0653,0.357,6.34e-05,0.085,0.667,192.685
"12966","Kina;yaeow","Wish I Was Better",140571,65,0.732,0.304,0,-13.086,0,0.111,0.747,6.13e-05,0.143,0.185,139.965
"12967","Rarin","GTA",124765,65,0.685,0.644,5,-7.73,0,0.1,0.0791,0,0.107,0.471,155.079
"12968","Aries","ONE PUNCH",145371,65,0.643,0.617,4,-5.217,1,0.0405,0.131,0,0.258,0.432,87.502
"12969","MC Virgins;wonder","Anime Thighs",155000,65,0.83,0.299,7,-17.113,1,0.476,0.169,0,0.0663,0.533,93.1
"12970","Sinoda","Kujo Freestyle",115099,65,0.831,0.368,10,-15.12,0,0.216,0.0281,0.374,0.113,0.348,104.985
"12971","Ryan Caraveo","Ghost",185142,65,0.75,0.637,1,-8.473,1,0.0673,0.303,0.0042,0.0621,0.33,139.983
"12972","El Gran Combo De Puerto Rico","Brujeria",205813,65,0.795,0.623,7,-5.375,1,0.0461,0.565,1.09e-05,0.062,0.96,93.03
"12973","Ben Platt","imagine",164202,65,0.542,0.412,1,-6.822,1,0.0411,0.0421,2.03e-06,0.0884,0.284,130.203
"12974","Lin-Manuel Miranda;Leslie Odom Jr.;Original Broadway Cast of Hamilton","Right Hand Man",321696,65,0.68,0.413,8,-9.41,1,0.492,0.177,0,0.205,0.383,158.576
"12975","Lin-Manuel Miranda;Okieriete Onaodowan;Daveed Diggs;Original Broadway Cast of Hamilton;Anthony Ramos","The Story of Tonight",91980,65,0.494,0.237,4,-10.579,1,0.0517,0.835,0,0.648,0.625,95.219
"12976","Brent Morgan","Gonna Be Okay",210165,65,0.609,0.506,11,-8.902,1,0.0292,0.0204,0,0.102,0.364,77.427
"12977","Hayd","Closure",196277,65,0.692,0.107,2,-16.182,1,0.0463,0.967,0,0.302,0.377,123.999
"12978","Annie Lennox","I Put A Spell On You (Fifty Shades of Grey) - From ""Fifty Shades Of Grey"" Soundtrack",210520,65,0.563,0.383,2,-7.544,0,0.0322,0.283,2.59e-06,0.127,0.357,173.984
"12979","Anson Seabra","That's Us",270461,65,0.621,0.108,10,-15.399,1,0.0493,0.968,1.67e-05,0.137,0.204,129.285
"12980","Jillian Rossi","Give Me A Reason",135306,65,0.33,0.658,9,-5.551,1,0.0929,0.31,7.37e-05,0.0988,0.142,194.98
"12981","Sufjan Stevens","Death with Dignity",239508,65,0.514,0.16,4,-21.04,1,0.0383,0.986,0.0176,0.113,0.395,169.898
"12982","Hozier","Shrike",298880,65,0.506,0.275,7,-8.464,0,0.0292,0.494,0.00377,0.101,0.0639,153.769
"12983","Matt Hansen","break my heart",178099,65,0.511,0.556,11,-5.505,0,0.0321,0.536,8.95e-06,0.1,0.339,160.043
"12984","Haley Joelle","Two Places at Once",199395,65,0.497,0.278,2,-9.959,1,0.0464,0.792,0,0.308,0.237,104.84
"12985","BLÜ EYES","you'd never know",185321,65,0.626,0.43,8,-9.704,1,0.0741,0.149,1.01e-05,0.194,0.174,149.859
"12986","Damien Rice","The Blower's Daughter",286653,65,0.342,0.2,4,-13.569,1,0.0324,0.134,0.000153,0.341,0.0743,133.113
"12987","David Kushner","Burn",179173,65,0.576,0.406,0,-9.723,1,0.0355,0.793,0.00276,0.151,0.129,126.123
"12988","Savasana","Lorimor",139548,65,0.202,0.00618,5,-33.929,1,0.0487,0.968,0.957,0.142,0.0601,63.358
"12989","Ethan Beckett","Life From Above",145610,65,0.144,0.0142,7,-36.019,1,0.0471,0.938,0.699,0.101,0.0332,138.625
"12990","Modal Colours","Sonder",181500,65,0.118,0.00216,1,-37.834,1,0.0443,0.969,0.881,0.137,0.0591,72.639
"12991","Sleepless Eye","Lull",179400,65,0.194,0.0304,9,-33.351,1,0.0373,0.875,0.922,0.11,0.0645,66.419
"12992","Calming Eyes","For Your Relief",141510,65,0.149,0.0161,2,-34.556,1,0.0351,0.906,0.945,0.111,0.03,141.243
"12993","Hello Artemisia!","Squama",211000,65,0.154,0.0348,11,-29.217,1,0.0415,0.977,0.858,0.0998,0.0723,135.531
"12994","Euloria","Just In View",209750,65,0.162,0.00166,9,-36.77,1,0.0402,0.995,0.861,0.0886,0.121,71.13
"12995","Zeb Maessen","Een mooie droom",190500,65,0.0983,0.00486,7,-36.47,1,0.0455,0.987,0.747,0.11,0.0371,65.583
"12996","Rebecka Aether","Redamancy",219268,65,0.205,0.00314,10,-37.077,1,0.0367,0.989,0.784,0.0898,0.064,68.398
"12997","Najma Wallin","Nära",197500,65,0.175,0.00727,2,-37.244,1,0.0462,0.964,0.879,0.107,0.101,69.631
"12998","Nadia Bulic","Maglovito",130750,65,0.107,0.00226,5,-38.182,1,0.0492,0.969,0.901,0.112,0.099,68.013
"12999","Cokobi","Sleepy Journey",170700,65,0.198,0.0397,4,-31.777,1,0.0385,0.872,0.952,0.107,0.0392,80.986
"13000","Wolfgang Snow","Nox",148984,65,0.169,0.0488,2,-28.237,1,0.0436,0.796,0.531,0.112,0.051,125.776
"13001","Xavier Ortando","Deep Down The Cave",194400,65,0.207,0.046,5,-30.398,1,0.0377,0.976,0.815,0.114,0.0712,70.308
"13002","Eleonora Feldt","Allt finns kvar",239224,65,0.173,0.0112,0,-35.577,1,0.0333,0.912,0.952,0.107,0.0379,59.386
"13003","Rebecka Aether","Stories",172557,65,0.133,0.0133,5,-33.01,1,0.0422,0.959,0.826,0.105,0.0594,64.156
"13004","Lorelle Paredes","Rituals",144782,65,0.214,0.0422,2,-28.109,1,0.0366,0.994,0.896,0.0969,0.0575,69.912
"13005","White Noise Baby Sleep","Perfect Natural White Noise as a Relaxing Ambient Sleep Aid (Nice Lullaby)",596886,65,0.0808,0.189,10,-17.587,1,0.0983,0.785,0.968,0.125,1e-05,85.913
"13006","Black Atlass;Jessie Reyez","Sacrifice (feat. Jessie Reyez)",209360,65,0.512,0.469,6,-7.813,0,0.0416,0.339,5.88e-05,0.118,0.291,126.671
"13007","Michael Jackson","Earth Song",406040,65,0.501,0.439,3,-7.521,0,0.0313,0.482,0.000117,0.087,0.145,138.377
"13008","Ty Dolla $ign;FKA twigs;Skrillex;Kanye West","Ego Death (feat. Kanye West, FKA twigs & Skrillex)",231618,65,0.818,0.598,10,-5.948,0,0.113,0.0573,1.32e-06,0.634,0.331,111.052
"13009","Frank Ocean","Skyline To",184600,65,0.43,0.296,3,-13.645,1,0.0583,0.882,6.21e-06,0.104,0.386,129.048
"13010","LEISURE","Slipping Away",235506,65,0.693,0.547,11,-9.02,0,0.041,0.42,0.141,0.102,0.774,77.968
"13011","Frank Ocean","Close To You",85754,65,0.855,0.663,5,-8.401,0,0.2,0.194,0.0013,0.146,0.815,77.978
"13012","Michael Jackson","Love Never Felt So Good",235400,65,0.634,0.87,5,-5.277,1,0.0362,0.083,0,0.18,0.514,116.967
"13013","Pole.;Estopa","Rumbapop",158857,65,0.697,0.642,9,-6.205,0,0.0617,0.0498,0,0.436,0.948,105.138
"13014","Marlon","De Perreo",173784,65,0.789,0.629,5,-5.307,1,0.0425,0.149,0,0.122,0.785,99.999
"13015","Alejandro Sanz;Aleks Syntek;Bebe;Belinda;Carlos Jean;Daddy Jean;David Otero;Enrique Iglesias;Estopa;Hombres G;Juanes;Kun Agüero;La Mala;La Oreja de Van Gogh;Macaco;Marta Sánchez;Merce;Miguel Bosé;Najwa;OBK;Sandra Carrasco;Shakira;Wally Lopez","Ay Haiti!",311346,65,0.673,0.753,7,-5.002,1,0.119,0.272,0,0.071,0.424,120.057
"13016","Chema Rivas","Algodón de azúcar",168000,65,0.785,0.732,1,-3.976,0,0.0377,0.248,0,0.298,0.64,99.967
"13017","Pereza","Princesas",217000,65,0.683,0.846,7,-3.551,1,0.0422,0.0634,0,0.346,0.706,131.884
"13018","Rigoberta Bandini","Ay Mamá",181120,65,0.687,0.56,1,-6.399,1,0.0364,0.133,7.45e-06,0.146,0.32,126.995
"13019","Fito y Fitipaldis","Por la boca vive el pez",269373,65,0.641,0.892,0,-2.812,0,0.0303,0.255,1.01e-05,0.221,0.841,151.229
"13020","Pablo Alborán;Aitana;Álvaro De Luna","Llueve sobre mojado",228783,65,0.663,0.782,11,-4.519,0,0.1,0.00153,0.000848,0.121,0.611,145.077
"13021","Aitana","SI NO VAS A VOLVER",155645,65,0.697,0.667,8,-4.039,1,0.0332,0.00445,0,0.119,0.275,116.996
"13022","Café Quijano","La Lola",197320,65,0.725,0.79,9,-4.393,0,0.102,0.0646,0.00883,0.121,0.867,151.985
"13023","Tove Lo","Suburbia",199071,65,0.61,0.555,6,-8.349,0,0.067,0.0839,0.0461,0.144,0.286,166.007
"13024","Seinabo Sey;Kygo","Younger - Kygo Remix",351578,65,0.69,0.489,5,-7.938,1,0.0788,0.13,0.00022,0.0815,0.645,114.008
"13025","Lykke Li","Little Bit",273426,65,0.819,0.736,7,-6.504,1,0.0416,0.158,0.00161,0.109,0.701,120.318
"13026","Jubël","So Sick",177634,65,0.575,0.75,3,-6.636,1,0.0589,0.294,0,0.138,0.298,99.86
"13027","Jubël","Weekend Vibe",166909,65,0.688,0.742,5,-6.363,1,0.0496,0.00912,1.37e-06,0.186,0.74,110.026
"13028","Berlin","Take My Breath Away",264213,65,0.578,0.477,1,-8.119,1,0.0228,0.448,0.00031,0.124,0.511,95.892
"13029","Johnny Hates Jazz","Shattered Dreams - Remastered",207346,65,0.655,0.72,10,-9.423,1,0.0312,0.0318,4.71e-05,0.25,0.745,121.311
"13030","Nik Kershaw","Wouldn't It Be Good",277053,65,0.655,0.705,2,-8.529,0,0.0285,0.169,0.0139,0.0698,0.749,97.007
"13031","Fine Young Cannibals","Good Thing",201866,65,0.747,0.586,9,-10.119,0,0.0299,0.0708,8e-05,0.0427,0.893,164.718
